Brand,Model,Year,Created On,Modified On
Lexus,RX 450h L AWD,2022,2021-07-26,2022-01-04
Lexus,NX 300h AWD,2020,2019-06-04,2019-12-10
Lexus,GS 300/GS 400,2000,2013-01-01,2013-01-01
Lexus,NX 350h AWD,2023,2022-11-07,2023-06-01
Lexus,RX 330 4WD,2004,2013-01-01,2013-01-01
Lexus,RC 350 AWD,2024,2023-11-06,2024-05-29
Lexus,RX 350 AWD,2015,2014-03-21,2016-09-26
Lexus,GS 450h,2016,2015-12-02,2017-04-05
Lexus,IS 350 AWD,2017,2016-10-26,2017-01-25
Lexus,RC 300 AWD,2019,2018-11-02,2018-12-18
Lexus,IS 250/IS 250C,2011,2013-01-01,2016-09-26
Lexus,LS 460 L,2013,2013-01-01,2016-09-26
Lexus,LC 500h,2020,2019-07-08,2019-12-10
Lexus,IS 350 AWD,2012,2013-01-01,2016-09-26
Lexus,RX 300 4WD,2003,2013-01-01,2013-01-01
Lexus,LS 460 AWD,2013,2013-01-01,2016-09-26
Lexus,LC 500h,2023,2022-11-07,2023-06-01
Lexus,IS 250 AWD,2009,2013-01-01,2013-01-01
Lexus,RX 400h 4WD,2008,2013-01-01,2020-06-02
Lexus,SC 300/SC 400,1995,2013-01-01,2013-01-01
Lexus,LS 500h AWD,2023,2023-03-16,2023-04-11
Lexus,RX 350 AWD,2020,2019-08-29,2019-12-10
Lexus,ES 350,2009,2013-01-01,2013-01-01
Lexus,RX 450h L AWD,2019,2018-09-11,2019-08-20
Lexus,NX 350 AWD,2022,2021-10-27,2022-10-13
Lexus,RX 330 4WD,2004,2013-01-01,2013-01-01
Lexus,RX 450h L AWD,2018,2018-03-02,2018-03-02
Lexus,GS 200t,2017,2016-09-26,2016-11-22
Lexus,IS 350 AWD,2023,2022-10-03,2023-06-01
Lexus,ES 300,1996,2013-01-01,2013-01-01
Lexus,IS 250,2006,2013-01-01,2013-01-01
Lexus,LS 500 AWD,2020,2019-10-02,2020-02-05
Lexus,GX 470,2008,2013-01-01,2013-01-01
Lexus,LX 470,2005,2013-01-01,2013-01-01
Lexus,IS 250 AWD,2007,2013-01-01,2013-01-01
Lexus,IS 300 AWD,2019,2018-10-17,2018-12-18
Lexus,RX 350 4WD,2008,2013-01-01,2013-01-01
Lexus,LS 460 L,2015,2014-11-20,2016-09-26
Lexus,SC 300/SC 430,2003,2013-01-01,2013-01-01
Lexus,LX 470,1998,2013-01-01,2013-01-01
Lexus,UX 250h AWD,2023,2022-07-20,2023-06-01
Lexus,GX 470,2009,2013-01-01,2013-01-01
Lexus,RX 350,2019,2018-08-24,2018-12-18
Lexus,RC 200t,2017,2016-09-26,2016-11-22
Lexus,SC 430,2005,2013-01-01,2013-01-01
Lexus,RX 330 4WD,2005,2013-01-01,2013-01-01
Lexus,RC 350 AWD,2022,2021-09-24,2022-11-08
Lexus,RX 350 L AWD,2018,2018-01-18,2018-02-06
Lexus,ES 350,2013,2013-01-01,2016-09-26
Lexus,GS 350,2017,2016-09-26,2016-11-22
Lexus,LS 460,2015,2014-11-20,2016-09-26
Lexus,LC 500 Convertible,2021,2020-07-10,2021-09-02
Lexus,IS 500,2023,2022-10-03,2023-06-01
Lexus,GS 350 AWD,2007,2013-01-01,2013-01-01
Lexus,NX 300 AWD F Sport,2021,2020-08-04,2021-04-26
Lexus,GS 350 AWD,2015,2014-10-06,2016-09-26
Lexus,GS 300 4WD,2006,2013-01-01,2013-01-01
Lexus,LS 500h AWD,2018,2018-02-06,2018-04-25
Lexus,GX 460,2010,2013-01-01,2013-01-01
Lexus,LS 500h AWD,2020,2019-10-02,2020-02-05
Lexus,UX 250h,2020,2019-11-05,2020-04-17
Lexus,SC 430,2009,2013-01-01,2013-01-01
Lexus,ES 330,2005,2013-01-01,2013-01-01
Lexus,UX 300h AWD,2025,2024-03-19,2024-04-16
Lexus,LX 570,2010,2013-01-01,2013-01-01
Lexus,GS 350,2013,2013-01-01,2016-09-26
Lexus,HS 250h,2010,2013-01-01,2020-06-02
Lexus,RC 350 AWD,2015,2014-10-16,2016-09-26
Lexus,GS 300/GS 430,2005,2013-01-01,2013-01-01
Lexus,GS 350 F Sport,2020,2019-10-02,2020-02-05
Lexus,IS 350,2014,2013-01-01,2016-09-26
Lexus,RC F,2021,2020-10-05,2021-08-10
Lexus,IS 350 AWD,2011,2013-01-01,2016-09-26
Lexus,IS 300 AWD,2022,2021-09-24,2022-01-12
Lexus,NX 200t AWD F Sport,2017,2016-10-05,2017-01-25
Lexus,IS 250 C,2015,2014-09-11,2016-09-26
Lexus,RC 300,2020,2019-11-27,2020-02-05
Lexus,RC 350,2017,2016-09-26,2016-11-22
Lexus,LS 400,1990,2013-01-01,2013-01-01
Lexus,UX 200,2019,2018-12-05,2018-12-18
Lexus,NX 350h AWD,2024,2023-04-11,2024-05-29
Lexus,ES 300,1995,2013-01-01,2013-01-01
Lexus,GS 450h,2018,2017-10-04,2017-12-20
Lexus,LS 460 AWD,2011,2013-01-01,2016-09-26
Lexus,ES 300,1997,2013-01-01,2013-01-01
Lexus,GX 460,2023,2022-08-30,2023-06-01
Lexus,ES 350 F Sport,2019,2018-09-11,2018-12-18
Lexus,SC 430,2006,2013-01-01,2013-01-01
Lexus,NX 250,2022,2021-10-18,2022-01-12
Lexus,LS 430,2004,2013-01-01,2013-01-01
Lexus,NX 250,2023,2022-11-07,2023-06-01
Lexus,LS 430,2006,2013-01-01,2013-01-01
Lexus,GS 200t,2016,2015-12-02,2016-09-26
Lexus,GS 300/GS 400,1999,2013-01-01,2013-01-01
Lexus,GS 300/GS 430,2003,2013-01-01,2013-01-01
Lexus,RX 450h AWD,2014,2013-01-01,2017-04-05
Lexus,RZ 300e (20 inch wheels),2024,2024-05-02,2024-05-02
Lexus,LS 460 L AWD,2014,2013-01-01,2016-09-26
Lexus,RC 300,2024,2023-11-06,2024-05-29
Lexus,NX 450h Plus AWD,2024,2023-11-06,2024-05-29
Lexus,RX 450h L AWD,2021,2020-08-24,2021-04-26
Lexus,RX 350,2017,2016-09-01,2016-11-22
Lexus,SC 430,2004,2013-01-01,2013-01-01
Lexus,RX 450h,2010,2013-01-01,2020-06-02
Lexus,ES 350,2014,2013-01-01,2016-09-26
Lexus,ES 250,1991,2013-01-01,2013-01-01
Lexus,LC 500h,2024,2023-06-23,2024-05-29
Lexus,RC F,2024,2023-11-06,2024-01-18
Lexus,IS 350 AWD,2014,2013-01-01,2016-09-26
Lexus,ES 300,2001,2013-01-01,2013-01-01
Lexus,RX 450h AWD,2011,2013-01-01,2020-06-02
Lexus,RC F,2018,2018-01-03,2018-02-06
Lexus,GS 300/GS 430,2006,2013-01-01,2013-01-01
Lexus,IS 350 AWD,2013,2013-01-01,2016-09-26
Lexus,IS 350/IS 350C,2012,2013-01-01,2016-09-26
Lexus,LS 600h L,2008,2013-01-01,2020-06-02
Lexus,ES 250,1990,2013-01-01,2013-01-01
Lexus,RC 350 AWD,2019,2018-11-02,2018-12-18
Lexus,GX 460,2022,2021-08-24,2022-01-04
Lexus,GS F,2017,2016-09-26,2016-11-22
Lexus,RX 350 L AWD,2021,2020-08-24,2021-04-26
Lexus,RX 350,2022,2021-08-24,2022-01-04
Lexus,RX 400h 4WD,2007,2013-01-01,2020-06-02
Lexus,RX 350 AWD,2015,2014-03-21,2016-09-26
Lexus,LFA,2012,2013-01-01,2016-09-26
Lexus,IS 350,2016,2015-09-04,2016-09-26
Lexus,NX 350 AWD,2023,2022-11-07,2023-06-01
Lexus,LS 500 AWD,2021,2020-11-11,2021-08-03
Lexus,IS 300,2021,2020-10-19,2021-04-26
Lexus,IS 250 AWD,2008,2013-01-01,2013-01-01
Lexus,IS 300 AWD,2024,2023-11-06,2024-05-29
Lexus,LX 470,2002,2013-01-01,2013-01-01
Lexus,CT 200h,2011,2013-01-01,2020-06-02
Lexus,ES 300,2003,2013-01-01,2013-01-01
Lexus,LC 500,2021,2020-05-05,2020-07-27
Lexus,IS 250 AWD,2006,2013-01-01,2013-01-01
Lexus,RC 300,2021,2020-10-05,2021-08-10
Lexus,LS 460 L AWD,2009,2013-01-01,2013-01-01
Lexus,IS 350,2007,2013-01-01,2013-01-01
Lexus,LS 600h L,2011,2013-01-01,2020-06-02
Lexus,GS 350,2011,2013-01-01,2016-09-26
Lexus,GX 470,2007,2013-01-01,2013-01-01
Lexus,IS 250,2015,2014-07-31,2016-09-26
Lexus,ES 350,2018,2017-09-27,2017-11-28
Lexus,IS 250/IS 250C,2010,2013-01-01,2013-01-01
Lexus,LC 500h,2019,2018-10-03,2019-08-20
Lexus,LS 460,2013,2013-01-01,2016-09-26
Lexus,NX 300h AWD,2015,2014-10-06,2017-04-05
Lexus,LC 500,2019,2018-10-03,2018-12-18
Lexus,GS 350 AWD,2011,2013-01-01,2016-09-26
Lexus,GS 350 F Sport,2018,2017-10-04,2017-12-20
Lexus,NX 250 AWD,2022,2021-10-18,2022-01-12
Lexus,IS 300,2002,2013-01-01,2013-01-01
Lexus,LS 460 L,2016,2015-10-28,2016-09-26
Lexus,LS 430,2005,2013-01-01,2013-01-01
Lexus,GS 300/GS 400,1998,2013-01-01,2013-01-01
Lexus,LS 500h,2019,2018-10-17,2019-08-20
Lexus,IS 300 AWD,2018,2017-11-10,2017-12-20
Lexus,ES 300h,2023,2022-09-12,2023-06-01
Lexus,IS 250 AWD,2015,2014-07-31,2016-09-26
Lexus,IS 350/IS 350C,2011,2013-01-01,2016-09-26
Lexus,GS 300/GS 400,2000,2013-01-01,2013-01-01
Lexus,IS 250,2006,2013-01-01,2013-01-01
Lexus,IS 350,2015,2014-07-31,2016-09-26
Lexus,RC F,2015,2014-10-27,2016-09-26
Lexus,LS 460 AWD,2017,2016-09-26,2016-11-22
Lexus,SC 430,2008,2013-01-01,2013-01-01
Lexus,ES 350,2020,2019-08-26,2019-12-10
Lexus,NX 300h,2015,2014-10-06,2017-04-05
Lexus,RX 350 AWD,2013,2013-01-01,2016-09-26
Lexus,LS 600h L,2010,2013-01-01,2020-06-02
Lexus,GS 350 AWD,2019,2018-10-17,2018-12-18
Lexus,RC 350 AWD,2023,2022-10-26,2023-06-01
Lexus,ES 350,2007,2013-01-01,2013-01-01
Lexus,NX 350 AWD,2025,2024-04-16,2024-05-29
Lexus,LX 470,2004,2013-01-01,2013-01-01
Lexus,IS 300,2004,2013-01-01,2013-01-01
Lexus,RX 300,2002,2013-01-01,2013-01-01
Lexus,LS 460,2017,2016-09-26,2016-11-22
Lexus,GS 350 AWD,2018,2017-10-04,2017-12-20
Lexus,RX 450h AWD,2020,2019-08-29,2019-12-10
Lexus,LS 400,1997,2013-01-01,2013-01-01
Lexus,RX 300,1999,2013-01-01,2013-01-01
Lexus,RX 350 4WD,2009,2013-01-01,2013-01-01
Lexus,ES 350,2022,2021-09-02,2022-01-04
Lexus,LX 470,2007,2013-01-01,2013-01-01
Lexus,GS F,2020,2019-10-02,2020-02-05
Lexus,IS 350 AWD,2020,2019-10-02,2019-12-10
Lexus,LS 500,2021,2020-11-11,2021-08-03
Lexus,GS 350,2020,2019-10-02,2020-02-05
Lexus,LS 460 L AWD,2011,2013-01-01,2016-09-26
Lexus,UX 300h,2025,2024-03-19,2024-04-16
Lexus,RX 330 4WD,2006,2013-01-01,2013-01-01
Lexus,GS 450h,2010,2013-01-01,2020-06-02
Lexus,GX 460,2011,2013-01-01,2016-09-26
Lexus,GX 470,2004,2013-01-01,2013-01-01
Lexus,GS 350 AWD,2016,2015-12-02,2016-09-26
Lexus,LS 400,2000,2013-01-01,2013-01-01
Lexus,RC 350,2018,2018-01-03,2018-02-06
Lexus,LS 460 AWD,2012,2013-01-01,2016-09-26
Lexus,UX 250h,2021,2020-10-26,2021-08-03
Lexus,IS F,2009,2013-01-01,2013-01-01
Lexus,LS 460 L AWD,2012,2013-01-01,2016-09-26
Lexus,ES 300h,2024,2023-07-31,2023-09-19
Lexus,TX 350 AWD,2024,2023-10-05,2024-01-18
Lexus,SC 300/SC 400,1994,2013-01-01,2013-01-01
Lexus,IS 350 AWD,2018,2017-11-10,2017-12-20
Lexus,IS 250/IS 250C,2013,2013-01-01,2016-09-26
Lexus,NX 300 AWD,2019,2018-06-13,2018-08-10
Lexus,ES 350 F Sport,2021,2020-09-10,2021-08-10
Lexus,NX 350 AWD F Sport,2025,2024-04-16,2024-05-29
Lexus,SC 300/SC 400,1995,2013-01-01,2013-01-01
Lexus,IS F,2014,2013-01-01,2016-09-26
Lexus,ES 300h,2013,2013-01-01,2020-06-02
Lexus,RX 350 AWD,2017,2016-09-01,2016-11-22
Lexus,LX 570,2019,2018-08-24,2018-12-18
Lexus,GX 470,2003,2013-01-01,2013-01-01
Lexus,IS 350 AWD,2021,2020-10-19,2021-04-26
Lexus,NX 450h Plus AWD,2022,2021-12-02,2023-05-17
