Brand,Model,Generation,Engine,URL,Cylinders:,Displacement:,Power:,Torque:,Fuel System:,Fuel:,Fuel capacity:,Top Speed:,Drive Type:,Gearbox:,Front:,Rear:,Tire Size:,Length:,Width:,Height:,Front/rear Track:,Wheelbase:,Cargo Volume:,Unladen Weight:,Combined:,Acceleration 0-62 Mph (0-100 kph):,Aerodynamics (Cd):,Aerodynamics (frontal area):,Turning circle (wall to wall):,City:,Highway:,Ground Clearance:,Gross Weight Limit:,Turning circle:,Turning circle (curb to curb):,Electrical motor power:,Electrical motor torque:,Total maximum power:,Total maximum torque:,CO2 Emissions:,Power pack:,Nominal Capacity:,Range:,Maximum Capacity:,CO2 Emissions (Combined):,Low:,Medium:,High:,Extra high:,Top speed (electrical):,Observations:,Fuel capacity (optional):,CO2 Emissions (Extra high):,CNG cylinder capacity:,City (CNG):,Highway (CNG):,Combined (CNG):,Low (CNG):,Medium (CNG):,High (CNG):,Extra high (CNG):,Charger type:,Charging time (normal):,CO2 Emissions (Medium):,CO2 Emissions (Low):,CO2 Emissions (High):,City (EPA):,Highway (EPA):,Combined (EPA):,Fuel capacity (CNG):,Charging time (quick):,Fuel capacity (hydrogen):
Mahindra,Mahindra Scorpio / GOA,"2002 Mahindra Scorpio Photos, engines & full specs",Mahindra Scorpio / Goa2.6D 5MT 4WD (109 HP),https://www.autoevolution.com/cars/mahindra-scorpio-goa-2002.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5754 lbs (2610 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Scorpio / GOA,"2002 Mahindra Scorpio Photos, engines & full specs",Mahindra Scorpio / Goa2.6D 5MT 4WD (116 HP),https://www.autoevolution.com/cars/mahindra-scorpio-goa-2002.html,L4,2609 cm3,85 KW @ 3800 RPM116 HP @ 3800 RPM114 BHP @ 3800 RPM,205 lb-ft @ 1700-2000 RPM278 Nm @ 1700-2000 RPM,Common Rail,Gasoline,14.5 gallons (54.9 L),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Scorpio / GOA,"2002 Mahindra Scorpio Photos, engines & full specs",Mahindra Scorpio / Goa2.6D 5MT 4WD (116 HP),https://www.autoevolution.com/cars/mahindra-scorpio-goa-2002.html,,,,,,,,,All Wheel Drive,5 speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Scorpio / GOA,"2002 Mahindra Scorpio Photos, engines & full specs",Mahindra Scorpio / Goa2.6D 5MT 4WD (116 HP),https://www.autoevolution.com/cars/mahindra-scorpio-goa-2002.html,,,,,,,,,,,Ventilated Discs,Drums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Scorpio / GOA,"2002 Mahindra Scorpio Photos, engines & full specs",Mahindra Scorpio / Goa2.6D 5MT 4WD (116 HP),https://www.autoevolution.com/cars/mahindra-scorpio-goa-2002.html,,,,,,,,,,,,,P235 / 70 R16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Scorpio / GOA,"2002 Mahindra Scorpio Photos, engines & full specs",Mahindra Scorpio / Goa2.6D 5MT 4WD (116 HP),https://www.autoevolution.com/cars/mahindra-scorpio-goa-2002.html,,,,,,,,,,,,,,201.5 in (5118 mm),72.8 in (1849 mm),73.8 in (1875 mm),,119.7 in (3040 mm),,,,,,,,,,7.1 in (180 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Scorpio / GOA,"2002 Mahindra Scorpio Photos, engines & full specs",Mahindra Scorpio / Goa2.6D 5MT 4WD (116 HP),https://www.autoevolution.com/cars/mahindra-scorpio-goa-2002.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5842 lbs (2650 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 2WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,L4,2523 cm3,47 KW @ 3400 RPM63.9 HP @ 3400 RPM63 BHP @ 3400 RPM,135 lb-ft @ 1500-1800 RPM182 Nm @ 1500-1800 RPM,Turbocharged Direct Injection,Diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 2WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,Rear Wheel Drive,5-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 2WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,Ventilated Discs,Drums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 2WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,235/70 R16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 2WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,,148 in (3759 mm),64.6 in (1641 mm),75 in (1905 mm),"51.7/51 in (1,313/1,295 mm)",95.7 in (2431 mm),13.6 cuFT (385 L),,,,,,,,,7.4 in (188 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 2WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,,,,,,,,,42.8 mpg US (5.5 L/100Km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 4WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,L4,2523 cm3,47 KW @ 3400 RPM63.9 HP @ 3400 RPM63 BHP @ 3400 RPM,135 lb-ft @ 1500-1800 RPM183 Nm @ 1500-1800 RPM,Turbocharged Direct Injection,Diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 4WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,All Wheel Drive,5-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 4WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,Ventilated Discs,Drums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 4WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,235/70 R16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 4WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,,148 in (3759 mm),64.6 in (1641 mm),75 in (1905 mm),"51.7/51 in (1,313/1,295 mm)",95.7 in (2431 mm),13.6 cuFT (385 L),,,,,,,,,7.4 in (188 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5D 4WD (63 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,,,,,,,,,44.4 mpg US (5.3 L/100Km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5L CRDe 5MT AWD (105 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,L4,2498 cm3,78.3 KW @ 3800 RPM106.5 HP @ 3800 RPM105 BHP @ 3800 RPM,182 lb-ft @ 1800-2000 RPM247 Nm @ 1800-2000 RPM,Turbocharged Common Rail,Diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5L CRDe 5MT AWD (105 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,All Wheel Drive,5-speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5L CRDe 5MT AWD (105 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,Ventilated Discs,Drums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5L CRDe 5MT AWD (105 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,235/70 R16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5L CRDe 5MT AWD (105 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,,154.3 in (3919 mm),67.3 in (1709 mm),76 in (1930 mm),"56.9/53 in (1,445/1,346 mm)",95.7 in (2431 mm),13.6 cuFT (385 L),,,,,,,,,7.9 in (201 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Thar,"2010 Mahindra Thar Photos, engines & full specs",Mahindra Thar2.5L CRDe 5MT AWD (105 HP),https://www.autoevolution.com/cars/mahindra-thar-2010.html,,,,,,,,,,,,,,,,,,,,,39.2 mpg US (6 L/100Km),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.4L MFPI (75 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,4,1390 cm3,55 KW @ 5500 RPM75 HP @ 5500 RPM74 BHP @ 5500 RPM,81 lb-ft @ 3000 RPM110 Nm @ 3000 RPM,Multipoint Injection,Gasoline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.4L MFPI (75 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,Front Wheel Drive,5 speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.4L MFPI (75 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,,,Ventilated Discs,Drums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.4L MFPI (75 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,,,,,185/70 R14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.4L MFPI (75 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,,,,,,168.4 in (4277 mm),68.5 in (1740 mm),60.6 in (1539 mm),,103.5 in (2629 mm),18 cuFT (510 L),,,,,,,,,6.8 in (173 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.4L MFPI (75 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,,,,,,,,,,,,2381 lbs (1080 kg),,,,,,,,,3527 lbs (1600 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.5L dCI (65 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,4,1461 cm3,48 KW @ 4000 RPM65 HP @ 4000 RPM64 BHP @ 4000 RPM,118 lb-ft @ 2000 RPM160 Nm @ 2000 RPM,Common Rail Direct Injection,Diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.5L dCI (65 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,Front Wheel Drive,5 speed manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.5L dCI (65 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,,,Ventilated Discs,Drums,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.5L dCI (65 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,,,,,185/70 R14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.5L dCI (65 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,,,,,,168.4 in (4277 mm),68.5 in (1740 mm),60.6 in (1539 mm),,103.5 in (2629 mm),18 cuFT (510 L),,,,,,,,,6.8 in (173 mm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahindra,Mahindra Verito,"2012 Mahindra Verito Photos, engines & full specs",Mahindra Verito1.5L dCI (65 HP),https://www.autoevolution.com/cars/mahindra-verito-2012.html,,,,,,,,,,,,,,,,,,,,2513 lbs (1140 kg),,,,,,,,,3594 lbs (1630 kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
